column_name,business_meaning,raw_dtype,expected_dtype,unit,allowed_values,missing_meaning,cleaning_rule,quality_risk,owner
price_regime_version,Canonical M2 derived field: price_regime_version.,N/A (derived),String,none,versioned project rule identifier,Should not be missing for published Silver rows.,Created by the canonical Milestone 2 module responsible for this field; Raw source values remain preserved separately.,Interpret only within its documented applicability and rule version; do not treat null as zero/False unless explicitly defined.,Milestone 2
exact_duplicate_flag,"Boolean quality, review, censoring, or analytical-eligibility indicator: exact_duplicate_flag.",N/A (derived),Boolean,none,true | false,Should not be missing after the M2 canonical transformation; missing indicates a pipeline issue.,Created by the canonical Milestone 2 module responsible for this field; Raw source values remain preserved separately.,Interpret only within its documented applicability and rule version; do not treat null as zero/False unless explicitly defined.,Milestone 2
exact_duplicate_excess_flag,"Boolean quality, review, censoring, or analytical-eligibility indicator: exact_duplicate_excess_flag.",N/A (derived),Boolean,none,true | false,Should not be missing after the M2 canonical transformation; missing indicates a pipeline issue.,Created by the canonical Milestone 2 module responsible for this field; Raw source values remain preserved separately.,Interpret only within its documented applicability and rule version; do not treat null as zero/False unless explicitly defined.,Milestone 2
same_month_duplicate_group_size,Canonical M2 derived field: same_month_duplicate_group_size.,N/A (derived),UInt32,none,documented by source/domain rule; null when unavailable or not applicable,"Null means unavailable, unknown, invalid for the metric, or not applicable under the field contract.",Created by the canonical Milestone 2 module responsible for this field; Raw source values remain preserved separately.,Interpret only within its documented applicability and rule version; do not treat null as zero/False unless explicitly defined.,Milestone 2
same_month_duplicate_flag,"Boolean quality, review, censoring, or analytical-eligibility indicator: same_month_duplicate_flag.",N/A (derived),Boolean,none,true | false,Should not be missing after the M2 canonical transformation; missing indicates a pipeline issue.,Created by the canonical Milestone 2 module responsible for this field; Raw source values remain preserved separately.,Interpret only within its documented applicability and rule version; do not treat null as zero/False unless explicitly defined.,Milestone 2
same_month_duplicate_excess_flag,"Boolean quality, review, censoring, or analytical-eligibility indicator: same_month_duplicate_excess_flag.",N/A (derived),Boolean,none,true | false,Should not be missing after the M2 canonical transformation; missing indicates a pipeline issue.,Created by the canonical Milestone 2 module responsible for this field; Raw source values remain preserved separately.,Interpret only within its documented applicability and rule version; do not treat null as zero/False unless explicitly defined.,Milestone 2
probable_duplicate_cluster_id,Deterministic cluster id for high/medium probable duplicate candidates.,N/A (derived),String,none,documented by source/domain rule; null when unavailable or not applicable,"Null means unavailable, unknown, invalid for the metric, or not applicable under the field contract.",Created by the canonical Milestone 2 module responsible for this field; Raw source values remain preserved separately.,Interpret only within its documented applicability and rule version; do not treat null as zero/False unless explicitly defined.,Milestone 2
deduplication_confidence,"Duplicate/ER confidence: exact, high, medium, or none.",N/A (derived),String,none,documented by source/domain rule; null when unavailable or not applicable,"Null means unavailable, unknown, invalid for the metric, or not applicable under the field contract.",Created by the canonical Milestone 2 module responsible for this field; Raw source values remain preserved separately.,Interpret only within its documented applicability and rule version; do not treat null as zero/False unless explicitly defined.,Milestone 2
deduplication_rule_version,Canonical M2 derived field: deduplication_rule_version.,N/A (derived),String,none,versioned project rule identifier,Should not be missing for published Silver rows.,Created by the canonical Milestone 2 module responsible for this field; Raw source values remain preserved separately.,Interpret only within its documented applicability and rule version; do not treat null as zero/False unless explicitly defined.,Milestone 2
supply_keep_flag,Whether the row is retained in canonical listing-supply counts after conservative same-month deduplication.,N/A (derived),Boolean,none,true | false,Should not be missing after the M2 canonical transformation; missing indicates a pipeline issue.,Created by the canonical Milestone 2 module responsible for this field; Raw source values remain preserved separately.,Interpret only within its documented applicability and rule version; do not treat null as zero/False unless explicitly defined.,Milestone 2
cross_month_repeat_row_count,Canonical M2 derived field: cross_month_repeat_row_count.,N/A (derived),UInt32,count,documented by source/domain rule; null when unavailable or not applicable,"Null means unavailable, unknown, invalid for the metric, or not applicable under the field contract.",Created by the canonical Milestone 2 module responsible for this field; Raw source values remain preserved separately.,Interpret only within its documented applicability and rule version; do not treat null as zero/False unless explicitly defined.,Milestone 2
cross_month_repeat_month_count,Canonical M2 derived field: cross_month_repeat_month_count.,N/A (derived),UInt16,count,documented by source/domain rule; null when unavailable or not applicable,"Null means unavailable, unknown, invalid for the metric, or not applicable under the field contract.",Created by the canonical Milestone 2 module responsible for this field; Raw source values remain preserved separately.,Interpret only within its documented applicability and rule version; do not treat null as zero/False unless explicitly defined.,Milestone 2
cross_month_repeat_flag,"Boolean quality, review, censoring, or analytical-eligibility indicator: cross_month_repeat_flag.",N/A (derived),Boolean,none,true | false,Should not be missing after the M2 canonical transformation; missing indicates a pipeline issue.,Created by the canonical Milestone 2 module responsible for this field; Raw source values remain preserved separately.,Interpret only within its documented applicability and rule version; do not treat null as zero/False unless explicitly defined.,Milestone 2
cross_month_first_month,Canonical M2 derived field: cross_month_first_month.,N/A (derived),String,none,documented by source/domain rule; null when unavailable or not applicable,"Null means unavailable, unknown, invalid for the metric, or not applicable under the field contract.",Created by the canonical Milestone 2 module responsible for this field; Raw source values remain preserved separately.,Interpret only within its documented applicability and rule version; do not treat null as zero/False unless explicitly defined.,Milestone 2
cross_month_last_month,Canonical M2 derived field: cross_month_last_month.,N/A (derived),String,none,documented by source/domain rule; null when unavailable or not applicable,"Null means unavailable, unknown, invalid for the metric, or not applicable under the field contract.",Created by the canonical Milestone 2 module responsible for this field; Raw source values remain preserved separately.,Interpret only within its documented applicability and rule version; do not treat null as zero/False unless explicitly defined.,Milestone 2
effective_building_area_sqm,Canonical M2 derived field: effective_building_area_sqm.,N/A (derived),Float64,sqm,documented by source/domain rule; null when unavailable or not applicable,"Null means unavailable, unknown, invalid for the metric, or not applicable under the field contract.",Created by the canonical Milestone 2 module responsible for this field; Raw source values remain preserved separately.,Interpret only within its documented applicability and rule version; do not treat null as zero/False unless explicitly defined.,Milestone 2
effective_land_area_sqm,Canonical M2 derived field: effective_land_area_sqm.,N/A (derived),Float64,sqm,documented by source/domain rule; null when unavailable or not applicable,"Null means unavailable, unknown, invalid for the metric, or not applicable under the field contract.",Created by the canonical Milestone 2 module responsible for this field; Raw source values remain preserved separately.,Interpret only within its documented applicability and rule version; do not treat null as zero/False unless explicitly defined.,Milestone 2
effective_land_area_source,Canonical M2 derived field: effective_land_area_source.,N/A (derived),String,none,documented by source/domain rule; null when unavailable or not applicable,"Null means unavailable, unknown, invalid for the metric, or not applicable under the field contract.",Created by the canonical Milestone 2 module responsible for this field; Raw source values remain preserved separately.,Interpret only within its documented applicability and rule version; do not treat null as zero/False unless explicitly defined.,Milestone 2
primary_area_required_flag,"Boolean quality, review, censoring, or analytical-eligibility indicator: primary_area_required_flag.",N/A (derived),Boolean,none,true | false,Should not be missing after the M2 canonical transformation; missing indicates a pipeline issue.,Created by the canonical Milestone 2 module responsible for this field; Raw source values remain preserved separately.,Interpret only within its documented applicability and rule version; do not treat null as zero/False unless explicitly defined.,Milestone 2
area_manual_review_flag,"Boolean quality, review, censoring, or analytical-eligibility indicator: area_manual_review_flag.",N/A (derived),Boolean,none,true | false,Should not be missing after the M2 canonical transformation; missing indicates a pipeline issue.,Created by the canonical Milestone 2 module responsible for this field; Raw source values remain preserved separately.,Interpret only within its documented applicability and rule version; do not treat null as zero/False unless explicitly defined.,Milestone 2
primary_area_missing_flag,"Boolean quality, review, censoring, or analytical-eligibility indicator: primary_area_missing_flag.",N/A (derived),Boolean,none,true | false,Should not be missing after the M2 canonical transformation; missing indicates a pipeline issue.,Created by the canonical Milestone 2 module responsible for this field; Raw source values remain preserved separately.,Interpret only within its documented applicability and rule version; do not treat null as zero/False unless explicitly defined.,Milestone 2
primary_area_nonpositive_flag,"Boolean quality, review, censoring, or analytical-eligibility indicator: primary_area_nonpositive_flag.",N/A (derived),Boolean,none,true | false,Should not be missing after the M2 canonical transformation; missing indicates a pipeline issue.,Created by the canonical Milestone 2 module responsible for this field; Raw source values remain preserved separately.,Interpret only within its documented applicability and rule version; do not treat null as zero/False unless explicitly defined.,Milestone 2
primary_area_outlier_flag,"Boolean quality, review, censoring, or analytical-eligibility indicator: primary_area_outlier_flag.",N/A (derived),Boolean,none,true | false,Should not be missing after the M2 canonical transformation; missing indicates a pipeline issue.,Created by the canonical Milestone 2 module responsible for this field; Raw source values remain preserved separately.,Interpret only within its documented applicability and rule version; do not treat null as zero/False unless explicitly defined.,Milestone 2
building_area_outlier_flag,"Boolean quality, review, censoring, or analytical-eligibility indicator: building_area_outlier_flag.",N/A (derived),Boolean,none,true | false,Should not be missing after the M2 canonical transformation; missing indicates a pipeline issue.,Created by the canonical Milestone 2 module responsible for this field; Raw source values remain preserved separately.,Interpret only within its documented applicability and rule version; do not treat null as zero/False unless explicitly defined.,Milestone 2
land_area_outlier_flag,"Boolean quality, review, censoring, or analytical-eligibility indicator: land_area_outlier_flag.",N/A (derived),Boolean,none,true | false,Should not be missing after the M2 canonical transformation; missing indicates a pipeline issue.,Created by the canonical Milestone 2 module responsible for this field; Raw source values remain preserved separately.,Interpret only within its documented applicability and rule version; do not treat null as zero/False unless explicitly defined.,Milestone 2
sale_price_per_sqm_outlier_flag,"Boolean quality, review, censoring, or analytical-eligibility indicator: sale_price_per_sqm_outlier_flag.",N/A (derived),Boolean,none,true | false,Should not be missing after the M2 canonical transformation; missing indicates a pipeline issue.,Created by the canonical Milestone 2 module responsible for this field; Raw source values remain preserved separately.,Interpret only within its documented applicability and rule version; do not treat null as zero/False unless explicitly defined.,Milestone 2
monthly_rent_outlier_flag,"Boolean quality, review, censoring, or analytical-eligibility indicator: monthly_rent_outlier_flag.",N/A (derived),Boolean,none,true | false,Should not be missing after the M2 canonical transformation; missing indicates a pipeline issue.,Created by the canonical Milestone 2 module responsible for this field; Raw source values remain preserved separately.,Interpret only within its documented applicability and rule version; do not treat null as zero/False unless explicitly defined.,Milestone 2
deposit_outlier_flag,"Boolean quality, review, censoring, or analytical-eligibility indicator: deposit_outlier_flag.",N/A (derived),Boolean,none,true | false,Should not be missing after the M2 canonical transformation; missing indicates a pipeline issue.,Created by the canonical Milestone 2 module responsible for this field; Raw source values remain preserved separately.,Interpret only within its documented applicability and rule version; do not treat null as zero/False unless explicitly defined.,Milestone 2
outlier_area_flag,"Boolean quality, review, censoring, or analytical-eligibility indicator: outlier_area_flag.",N/A (derived),Boolean,none,true | false,Should not be missing after the M2 canonical transformation; missing indicates a pipeline issue.,Created by the canonical Milestone 2 module responsible for this field; Raw source values remain preserved separately.,Interpret only within its documented applicability and rule version; do not treat null as zero/False unless explicitly defined.,Milestone 2
outlier_price_flag,"Boolean quality, review, censoring, or analytical-eligibility indicator: outlier_price_flag.",N/A (derived),Boolean,none,true | false,Should not be missing after the M2 canonical transformation; missing indicates a pipeline issue.,Created by the canonical Milestone 2 module responsible for this field; Raw source values remain preserved separately.,Interpret only within its documented applicability and rule version; do not treat null as zero/False unless explicitly defined.,Milestone 2
outlier_year_flag,"Boolean quality, review, censoring, or analytical-eligibility indicator: outlier_year_flag.",N/A (derived),Boolean,none,true | false,Should not be missing after the M2 canonical transformation; missing indicates a pipeline issue.,Created by the canonical Milestone 2 module responsible for this field; Raw source values remain preserved separately.,Interpret only within its documented applicability and rule version; do not treat null as zero/False unless explicitly defined.,Milestone 2
outlier_rule_version,Canonical M2 derived field: outlier_rule_version.,N/A (derived),String,none,versioned project rule identifier,Should not be missing for published Silver rows.,Created by the canonical Milestone 2 module responsible for this field; Raw source values remain preserved separately.,Interpret only within its documented applicability and rule version; do not treat null as zero/False unless explicitly defined.,Milestone 2
sale_price_analysis_eligible_flag,"Boolean quality, review, censoring, or analytical-eligibility indicator: sale_price_analysis_eligible_flag.",N/A (derived),Boolean,none,true | false,Should not be missing after the M2 canonical transformation; missing indicates a pipeline issue.,Created by the canonical Milestone 2 module responsible for this field; Raw source values remain preserved separately.,Interpret only within its documented applicability and rule version; do not treat null as zero/False unless explicitly defined.,Milestone 2
rent_component_analysis_eligible_flag,"Boolean quality, review, censoring, or analytical-eligibility indicator: rent_component_analysis_eligible_flag.",N/A (derived),Boolean,none,true | false,Should not be missing after the M2 canonical transformation; missing indicates a pipeline issue.,Created by the canonical Milestone 2 module responsible for this field; Raw source values remain preserved separately.,Interpret only within its documented applicability and rule version; do not treat null as zero/False unless explicitly defined.,Milestone 2
sale_total_price_analysis_eligible_flag,"Boolean quality, review, censoring, or analytical-eligibility indicator: sale_total_price_analysis_eligible_flag.",N/A (derived),Boolean,none,true | false,Should not be missing after the M2 canonical transformation; missing indicates a pipeline issue.,Created by the canonical Milestone 2 module responsible for this field; Raw source values remain preserved separately.,Interpret only within its documented applicability and rule version; do not treat null as zero/False unless explicitly defined.,Milestone 2
sale_price_per_sqm_final_eligible_flag,"Boolean quality, review, censoring, or analytical-eligibility indicator: sale_price_per_sqm_final_eligible_flag.",N/A (derived),Boolean,none,true | false,Should not be missing after the M2 canonical transformation; missing indicates a pipeline issue.,Created by the canonical Milestone 2 module responsible for this field; Raw source values remain preserved separately.,Interpret only within its documented applicability and rule version; do not treat null as zero/False unless explicitly defined.,Milestone 2
rent_final_eligible_flag,"Boolean quality, review, censoring, or analytical-eligibility indicator: rent_final_eligible_flag.",N/A (derived),Boolean,none,true | false,Should not be missing after the M2 canonical transformation; missing indicates a pipeline issue.,Created by the canonical Milestone 2 module responsible for this field; Raw source values remain preserved separately.,Interpret only within its documented applicability and rule version; do not treat null as zero/False unless explicitly defined.,Milestone 2
supply_analysis_eligible_flag,"Boolean quality, review, censoring, or analytical-eligibility indicator: supply_analysis_eligible_flag.",N/A (derived),Boolean,none,true | false,Should not be missing after the M2 canonical transformation; missing indicates a pipeline issue.,Created by the canonical Milestone 2 module responsible for this field; Raw source values remain preserved separately.,Interpret only within its documented applicability and rule version; do not treat null as zero/False unless explicitly defined.,Milestone 2
geo_aggregate_map_eligible_flag,"Boolean quality, review, censoring, or analytical-eligibility indicator: geo_aggregate_map_eligible_flag.",N/A (derived),Boolean,none,true | false,Should not be missing after the M2 canonical transformation; missing indicates a pipeline issue.,Created by the canonical Milestone 2 module responsible for this field; Raw source values remain preserved separately.,Interpret only within its documented applicability and rule version; do not treat null as zero/False unless explicitly defined.,Milestone 2
map_analysis_eligible_flag,"Boolean quality, review, censoring, or analytical-eligibility indicator: map_analysis_eligible_flag.",N/A (derived),Boolean,none,true | false,Should not be missing after the M2 canonical transformation; missing indicates a pipeline issue.,Created by the canonical Milestone 2 module responsible for this field; Raw source values remain preserved separately.,Interpret only within its documented applicability and rule version; do not treat null as zero/False unless explicitly defined.,Milestone 2
sale_price_final_toman,Canonical/typed monetary field sale_price_final_toman in the project's assumed toman unit.,N/A (derived),Int64,toman,documented by source/domain rule; null when unavailable or not applicable,"Null means unavailable, unknown, invalid for the metric, or not applicable under the field contract.",Created by the canonical Milestone 2 module responsible for this field; Raw source values remain preserved separately.,Interpret only within its documented applicability and rule version; do not treat null as zero/False unless explicitly defined.,Milestone 2
sale_price_per_sqm_final_toman,Final eligible sale asking price per square meter in assumed toman.,N/A (derived),Float64,toman,documented by source/domain rule; null when unavailable or not applicable,"Null means unavailable, unknown, invalid for the metric, or not applicable under the field contract.",Created by the canonical Milestone 2 module responsible for this field; Raw source values remain preserved separately.,Interpret only within its documented applicability and rule version; do not treat null as zero/False unless explicitly defined.,Milestone 2
monthly_rent_final_toman,Canonical/typed monetary field monthly_rent_final_toman in the project's assumed toman unit.,N/A (derived),Int64,toman,documented by source/domain rule; null when unavailable or not applicable,"Null means unavailable, unknown, invalid for the metric, or not applicable under the field contract.",Created by the canonical Milestone 2 module responsible for this field; Raw source values remain preserved separately.,Interpret only within its documented applicability and rule version; do not treat null as zero/False unless explicitly defined.,Milestone 2
deposit_final_toman,Canonical/typed monetary field deposit_final_toman in the project's assumed toman unit.,N/A (derived),Int64,toman,documented by source/domain rule; null when unavailable or not applicable,"Null means unavailable, unknown, invalid for the metric, or not applicable under the field contract.",Created by the canonical Milestone 2 module responsible for this field; Raw source values remain preserved separately.,Interpret only within its documented applicability and rule version; do not treat null as zero/False unless explicitly defined.,Milestone 2
rent_equivalent_monthly_low_toman,Canonical/typed monetary field rent_equivalent_monthly_low_toman in the project's assumed toman unit.,N/A (derived),Int64,toman,documented by source/domain rule; null when unavailable or not applicable,"Null means unavailable, unknown, invalid for the metric, or not applicable under the field contract.",Created by the canonical Milestone 2 module responsible for this field; Raw source values remain preserved separately.,Interpret only within its documented applicability and rule version; do not treat null as zero/False unless explicitly defined.,Milestone 2
rent_equivalent_monthly_base_toman,Base-scenario monthly equivalent asking rent combining rent and deposit.,N/A (derived),Int64,toman,documented by source/domain rule; null when unavailable or not applicable,"Null means unavailable, unknown, invalid for the metric, or not applicable under the field contract.",Created by the canonical Milestone 2 module responsible for this field; Raw source values remain preserved separately.,Interpret only within its documented applicability and rule version; do not treat null as zero/False unless explicitly defined.,Milestone 2
rent_equivalent_monthly_high_toman,Canonical/typed monetary field rent_equivalent_monthly_high_toman in the project's assumed toman unit.,N/A (derived),Int64,toman,documented by source/domain rule; null when unavailable or not applicable,"Null means unavailable, unknown, invalid for the metric, or not applicable under the field contract.",Created by the canonical Milestone 2 module responsible for this field; Raw source values remain preserved separately.,Interpret only within its documented applicability and rule version; do not treat null as zero/False unless explicitly defined.,Milestone 2
rent_equivalent_deposit_low_toman,Canonical/typed monetary field rent_equivalent_deposit_low_toman in the project's assumed toman unit.,N/A (derived),Int64,toman,documented by source/domain rule; null when unavailable or not applicable,"Null means unavailable, unknown, invalid for the metric, or not applicable under the field contract.",Created by the canonical Milestone 2 module responsible for this field; Raw source values remain preserved separately.,Interpret only within its documented applicability and rule version; do not treat null as zero/False unless explicitly defined.,Milestone 2
rent_equivalent_deposit_base_toman,Canonical/typed monetary field rent_equivalent_deposit_base_toman in the project's assumed toman unit.,N/A (derived),Int64,toman,documented by source/domain rule; null when unavailable or not applicable,"Null means unavailable, unknown, invalid for the metric, or not applicable under the field contract.",Created by the canonical Milestone 2 module responsible for this field; Raw source values remain preserved separately.,Interpret only within its documented applicability and rule version; do not treat null as zero/False unless explicitly defined.,Milestone 2
rent_equivalent_deposit_high_toman,Canonical/typed monetary field rent_equivalent_deposit_high_toman in the project's assumed toman unit.,N/A (derived),Int64,toman,documented by source/domain rule; null when unavailable or not applicable,"Null means unavailable, unknown, invalid for the metric, or not applicable under the field contract.",Created by the canonical Milestone 2 module responsible for this field; Raw source values remain preserved separately.,Interpret only within its documented applicability and rule version; do not treat null as zero/False unless explicitly defined.,Milestone 2
rent_equivalent_rule_version,Canonical M2 derived field: rent_equivalent_rule_version.,N/A (derived),String,none,versioned project rule identifier,Should not be missing for published Silver rows.,Created by the canonical Milestone 2 module responsible for this field; Raw source values remain preserved separately.,Interpret only within its documented applicability and rule version; do not treat null as zero/False unless explicitly defined.,Milestone 2
price_unit,Operational currency-unit status; source remains unconfirmed.,N/A (derived),String,none,documented by source/domain rule; null when unavailable or not applicable,"Null means unavailable, unknown, invalid for the metric, or not applicable under the field contract.",Created by the canonical Milestone 2 module responsible for this field; Raw source values remain preserved separately.,Interpret only within its documented applicability and rule version; do not treat null as zero/False unless explicitly defined.,Milestone 2
price_observation_type,Asking-price observation label; not transaction price.,N/A (derived),String,none,documented by source/domain rule; null when unavailable or not applicable,"Null means unavailable, unknown, invalid for the metric, or not applicable under the field contract.",Created by the canonical Milestone 2 module responsible for this field; Raw source values remain preserved separately.,Interpret only within its documented applicability and rule version; do not treat null as zero/False unless explicitly defined.,Milestone 2
quality_issue_count,Canonical M2 derived field: quality_issue_count.,N/A (derived),UInt16,count,documented by source/domain rule; null when unavailable or not applicable,"Null means unavailable, unknown, invalid for the metric, or not applicable under the field contract.",Created by the canonical Milestone 2 module responsible for this field; Raw source values remain preserved separately.,Interpret only within its documented applicability and rule version; do not treat null as zero/False unless explicitly defined.,Milestone 2
record_quality_review_flag,"Boolean quality, review, censoring, or analytical-eligibility indicator: record_quality_review_flag.",N/A (derived),Boolean,none,true | false,Should not be missing after the M2 canonical transformation; missing indicates a pipeline issue.,Created by the canonical Milestone 2 module responsible for this field; Raw source values remain preserved separately.,Interpret only within its documented applicability and rule version; do not treat null as zero/False unless explicitly defined.,Milestone 2
quality_rule_version,Canonical M2 derived field: quality_rule_version.,N/A (derived),String,none,versioned project rule identifier,Should not be missing for published Silver rows.,Created by the canonical Milestone 2 module responsible for this field; Raw source values remain preserved separately.,Interpret only within its documented applicability and rule version; do not treat null as zero/False unless explicitly defined.,Milestone 2
silver_master_version,Version identifier of the published canonical Silver Master schema/rules.,N/A (derived),String,none,versioned project rule identifier,Should not be missing for published Silver rows.,Created by the canonical Milestone 2 module responsible for this field; Raw source values remain preserved separately.,Interpret only within its documented applicability and rule version; do not treat null as zero/False unless explicitly defined.,Milestone 2
